L 08/13/2021 - 00:02:32: SourceMod log file session started (file "/home/k26606_s20329/server_20329/left4dead2/addons/sourcemod/logs/L20210813.log") (Version "1.10.0.6494")
L 08/13/2021 - 00:02:32: [optional/l4d2lib.smx] [MI] MapInfo for dm1_suburbs is missing.
L 08/13/2021 - 00:02:32: [confoglcompmod.smx] [MI] MapInfo for dm1_suburbs is missing.
L 08/13/2021 - 19:54:54: [optional/kether/l4d2_skill_detect.smx] Clear: 6 freed 4 from 9: time: -1.00 / 0.91 -- class: smoker (with shove? 0)
L 08/13/2021 - 19:55:02: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 8 - 4 -- time: 527.10
L 08/13/2021 - 19:55:04: [optional/kether/l4d2_skill_detect.smx] Clear: 5 freed 4 from 8: time: 0.00 / 1.10 -- class: charger (with shove? 0)
L 08/13/2021 - 19:55:06: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 8 - 4 - flags: 1 (alive? 1)
L 08/13/2021 - 19:55:43: [optional/kether/l4d2_skill_detect.smx] Clear: 4 freed 5 from 8: time: 1.08 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 19:55:43: [optional/kether/l4d2_skill_detect.smx] Clear: 4 freed 3 from 2: time: -1.00 / 1.23 -- class: smoker (with shove? 0)
L 08/13/2021 - 19:55:54: [optional/kether/l4d2_skill_detect.smx] Clear: 5 freed 3 from 1: time: 1.89 / -1.00 -- class: jockey (with shove? 0)
L 08/13/2021 - 19:56:23: [optional/kether/l4d2_skill_detect.smx] Clear: 6 freed 6 from 8: time: -1.00 / 0.02 -- class: smoker (with shove? 1)
L 08/13/2021 - 20:00:32: [optional/kether/l4d2_skill_detect.smx] Clear: 2 freed 8 from 4: time: 0.98 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 20:00:41: [optional/kether/l4d2_skill_detect.smx] Clear: 1 freed 2 from 6: time: 8.23 / -1.00 -- class: jockey (with shove? 0)
L 08/13/2021 - 20:00:51: [playercommands.smx] "►ωдḺƘℯℜ◄<6><STEAM_1:0:200361813><>" slayed "►ωдḺƘℯℜ◄<6><STEAM_1:0:200361813><>"
L 08/13/2021 - 20:03:43: [optional/kether/l4d2_skill_detect.smx] Witch Crown Check: crown shot: 987, harrassed: 0 (full health: 1000 / drawthresh: 500 / oneshot 0)
L 08/13/2021 - 20:04:05: [optional/kether/l4d2_skill_detect.smx] Clear: 9 freed 8 from 4: time: 1.71 / 3.88 -- class: smoker (with shove? 1)
L 08/13/2021 - 20:04:38: [optional/kether/l4d2_skill_detect.smx] Clear: 8 freed 2 from 4: time: 1.37 / -1.00 -- class: jockey (with shove? 0)
L 08/13/2021 - 20:05:06: [optional/kether/l4d2_skill_detect.smx] Clear: 1 freed 8 from 6: time: -1.00 / 0.62 -- class: smoker (with shove? 0)
L 08/13/2021 - 20:05:19: [optional/kether/l4d2_skill_detect.smx] Clear: 1 freed 2 from 6: time: -1.00 / 2.23 -- class: smoker (with shove? 0)
L 08/13/2021 - 20:05:24: [optional/kether/l4d2_skill_detect.smx] Clear: 1 freed 2 from 5: time: 3.01 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 20:06:15: [optional/kether/l4d2_skill_detect.smx] Clear: 1 freed 8 from 6: time: 1.94 / -1.00 -- class: jockey (with shove? 0)
L 08/13/2021 - 20:07:21: [optional/kether/l4d2_skill_detect.smx] Clear: 8 freed 1 from 4: time: 1.85 / -1.00 -- class: jockey (with shove? 0)
L 08/13/2021 - 20:07:33: [optional/kether/l4d2_skill_detect.smx] Clear: 1 freed 8 from 3: time: 1.44 / 1165.08 -- class: charger (with shove? 0)
L 08/13/2021 - 20:08:02: -------- Mapchange to bp_m4_urban --------
L 08/13/2021 - 20:08:02: [optional/l4d2lib.smx] [MI] MapInfo for bp_m4_urban is missing.
L 08/13/2021 - 20:08:02: [confoglcompmod.smx] [MI] MapInfo for bp_m4_urban is missing.
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "30000")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "67000")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "67")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "67")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "67")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "67")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "33500")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "0")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "confogl_match_execcfg_plugins") (value "generalfixes.cfg;confogl_plugins.cfg;sharedplugins.cfg")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_addons_eclipse") (value "0")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allow_wait_command") (value "0")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "67000")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "67000")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "67")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "67")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "67")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "67")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_update_frequency") (value "0.03")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "33500")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_min_interp_ratio") (value "0")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_max_interp_ratio") (value "2")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "200")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mv_maxplayers") (value "16")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxplayers") (value "16")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allowdownload") (value "1")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_joininfected") (value "1")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_joinsurvivors") (value "1")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_kill") (value "0")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_spectate") (value "1")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_message") (value "0")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_timerrepeat") (value "9999")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "vs_max_team_switches") (value "9999")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mp_autoteambalance") (value "0")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_unlag_fixstuck") (value "1")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_brawl_chance") (value "0")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxunlag") (value "1")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_forcepreload") (value "1")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_predict") (value "1")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_cmdrate_difference") (value "0")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec_global") (value "10")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec") (value "3")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_window") (value "10")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_player_stuck_tolerance") (value "5")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_stats") (value "0")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_clockcorrection_msecs") (value "25")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_max_neighbor_range") (value "16")
L 08/13/2021 - 20:08:02: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_friction_forward") (value "0")
L 08/13/2021 - 20:10:24: [optional/kether/l4d2_skill_detect.smx] Clear: 6 freed 4 from 8: time: 3.43 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 20:10:29: [optional/kether/l4d2_skill_detect.smx] Clear: 4 freed 5 from 1: time: 9.98 / -1.00 -- class: jockey (with shove? 0)
L 08/13/2021 - 20:10:57: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 2 - 4 -- time: 174.74
L 08/13/2021 - 20:10:58: [optional/kether/l4d2_skill_detect.smx] Clear: 5 freed 4 from 2: time: 0.80 / 1.80 -- class: charger (with shove? 0)
L 08/13/2021 - 20:11:00: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 2 - 4 - flags: 1 (alive? 1)
L 08/13/2021 - 20:12:12: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 8 - 4 -- time: 226.83
L 08/13/2021 - 20:12:15: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 8 - 4 - flags: 1 (alive? 1)
L 08/13/2021 - 20:12:16: [optional/kether/l4d2_skill_detect.smx] Clear: 6 freed 3 from 2: time: 1.04 / -1.00 -- class: jockey (with shove? 0)
L 08/13/2021 - 20:12:47: [optional/kether/l4d2_skill_detect.smx] Witch Crown Check: Failed: bungled: 0 / crowntype: 0 (entity: 216)
L 08/13/2021 - 20:12:47: [optional/kether/l4d2_skill_detect.smx] Witch Crown Check: Further details: attacker: ►ωдḺƘℯℜ◄, attacker dmg: 975, teamless dmg: 0
L 08/13/2021 - 20:14:42: [optional/kether/l4d2_skill_detect.smx] Clear: 3 freed 5 from 8: time: 9.04 / -1.00 -- class: jockey (with shove? 0)
L 08/13/2021 - 20:14:42: [optional/kether/l4d2_skill_detect.smx] Clear: 4 freed 6 from 2: time: 3.31 / 3.85 -- class: smoker (with shove? 0)
L 08/13/2021 - 20:15:21: [optional/kether/l4d2_skill_detect.smx] Clear: 5 freed 6 from 9: time: 5.26 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 20:16:34: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 9 - 5 -- time: 489.01
L 08/13/2021 - 20:16:37: [optional/kether/l4d2_skill_detect.smx] Clear: 6 freed 5 from 9: time: 1.41 / 3.13 -- class: charger (with shove? 0)
L 08/13/2021 - 20:16:38: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 9 - 3 - flags: 0 (alive? 1)
L 08/13/2021 - 20:16:38: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 9 - 5 - flags: 1 (alive? 1)
L 08/13/2021 - 20:16:42: [optional/kether/l4d2_skill_detect.smx] Clear: 5 freed 4 from 2: time: 0.77 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 20:17:23: [optional/kether/l4d2_skill_detect.smx] Clear: 3 freed 6 from 2: time: 4.56 / 5.40 -- class: smoker (with shove? 1)
L 08/13/2021 - 20:21:44: [optional/kether/l4d2_skill_detect.smx] Clear: 1 freed 2 from 7: time: 1.25 / -1.00 -- class: jockey (with shove? 0)
L 08/13/2021 - 20:21:47: [optional/kether/l4d2_skill_detect.smx] Clear: 8 freed 1 from 5: time: 0.79 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 20:22:32: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 4 - 2 -- time: 846.65
L 08/13/2021 - 20:22:32: [optional/kether/l4d2_skill_detect.smx] Clear: 1 freed 2 from 4: time: 0.00 / 0.05 -- class: charger (with shove? 0)
L 08/13/2021 - 20:22:35: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 4 - 2 - flags: 1 (alive? 1)
L 08/13/2021 - 20:22:37: [optional/kether/l4d2_skill_detect.smx] Clear: 8 freed 2 from 5: time: 1.68 / -1.00 -- class: jockey (with shove? 0)
L 08/13/2021 - 20:23:02: [optional/kether/l4d2_skill_detect.smx] Witch Crown Check: crown shot: 960, harrassed: 0 (full health: 1000 / drawthresh: 500 / oneshot 1)
L 08/13/2021 - 20:23:04: [optional/kether/l4d2_skill_detect.smx] Clear: 2 freed 8 from 7: time: 1.85 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 20:23:07: [optional/kether/l4d2_skill_detect.smx] Clear: 1 freed 2 from 4: time: -1.00 / 0.89 -- class: smoker (with shove? 0)
L 08/13/2021 - 20:23:45: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 7 - 2 -- time: 919.83
L 08/13/2021 - 20:23:47: [optional/kether/l4d2_skill_detect.smx] Clear: 8 freed 2 from 7: time: 0.41 / 1.73 -- class: charger (with shove? 0)
L 08/13/2021 - 20:23:48: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 7 - 2 - flags: 1 (alive? 1)
L 08/13/2021 - 20:23:53: [optional/kether/l4d2_skill_detect.smx] Clear: 2 freed 1 from 5: time: 1.53 / 4.05 -- class: smoker (with shove? 0)
L 08/13/2021 - 20:24:30: [optional/kether/l4d2_skill_detect.smx] Clear: 8 freed 1 from 5: time: 0.44 / 3.88 -- class: smoker (with shove? 0)
L 08/13/2021 - 20:24:58: [optional/kether/l4d2_skill_detect.smx] Clear: 8 freed 2 from 6: time: 3.23 / -1.00 -- class: jockey (with shove? 0)
L 08/13/2021 - 20:25:23: -------- Mapchange to bp_m5_finale --------
L 08/13/2021 - 20:25:24: [optional/l4d2lib.smx] [MI] MapInfo for bp_m5_finale is missing.
L 08/13/2021 - 20:25:24: [confoglcompmod.smx] [MI] MapInfo for bp_m5_finale is missing.
L 08/13/2021 - 20:25:24: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "30000")
L 08/13/2021 - 20:25:24: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "67000")
L 08/13/2021 - 20:25:24: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "67")
L 08/13/2021 - 20:25:24: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "67")
L 08/13/2021 - 20:25:24: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "67")
L 08/13/2021 - 20:25:24: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "67")
L 08/13/2021 - 20:25:24: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "33500")
L 08/13/2021 - 20:25:24: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "0")
L 08/13/2021 - 20:25:24: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "confogl_match_execcfg_plugins") (value "generalfixes.cfg;confogl_plugins.cfg;sharedplugins.cfg")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_addons_eclipse") (value "0")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allow_wait_command") (value "0")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "67000")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "67000")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "67")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "67")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "67")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "67")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_update_frequency") (value "0.03")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "33500")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_min_interp_ratio") (value "0")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_max_interp_ratio") (value "2")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "200")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mv_maxplayers") (value "16")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxplayers") (value "16")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allowdownload") (value "1")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_joininfected") (value "1")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_joinsurvivors") (value "1")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_kill") (value "0")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_spectate") (value "1")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_message") (value "0")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_timerrepeat") (value "9999")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "vs_max_team_switches") (value "9999")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mp_autoteambalance") (value "0")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_unlag_fixstuck") (value "1")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_brawl_chance") (value "0")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxunlag") (value "1")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_forcepreload") (value "1")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_predict") (value "1")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_cmdrate_difference") (value "0")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec_global") (value "10")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec") (value "3")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_window") (value "10")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_player_stuck_tolerance") (value "5")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_stats") (value "0")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_clockcorrection_msecs") (value "25")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_max_neighbor_range") (value "16")
L 08/13/2021 - 20:25:25: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_friction_forward") (value "0")
L 08/13/2021 - 20:25:53: [optional/kether/autopause.smx] [AutoPause] Player STEAM_1:1:16354014 left the game with -30.000000 time until spawn.
L 08/13/2021 - 20:25:54: [optional/kether/autopause.smx] [AutoPause] Player STEAM_1:0:418794141 left the game with -30.970148 time until spawn.
L 08/13/2021 - 20:25:54: [optional/kether/autopause.smx] [AutoPause] Player STEAM_1:0:10986331 left the game with -30.985073 time until spawn.
L 08/13/2021 - 20:25:54: [optional/kether/autopause.smx] [AutoPause] Player STEAM_1:0:23813599 left the game with -30.985073 time until spawn.
L 08/13/2021 - 20:26:09: SourceMod log file session started (file "/home/k26606_s20329/server_20329/left4dead2/addons/sourcemod/logs/L20210813.log") (Version "1.10.0.6494")
L 08/13/2021 - 20:26:09: [fixes/firebulletsfix.smx] Found offset for Weapon_ShootPosition 286
L 08/13/2021 - 20:26:10: [navmesh.smx] Found .NAV file in maps\c1m1_hotel.nav
L 08/13/2021 - 20:26:10: [navmesh.smx] Is mesh analyzed: 1
L 08/13/2021 - 20:26:10: [navmesh.smx] Nav version: 16; SubVersion: 14 (v10+); BSPSize: 32807960; MagicNumber: -17958194
L 08/13/2021 - 20:26:10: [navmesh.smx] Place count: 0
L 08/13/2021 - 20:26:10: [navmesh.smx] Has unnamed areas: true
L 08/13/2021 - 20:26:10: [navmesh.smx] Population type: c1streets
L 08/13/2021 - 20:26:10: [navmesh.smx] Area count: 1582
L 08/13/2021 - 20:26:10: [navmesh.smx] Parsed 1582 areas in 0.020810 seconds.
L 08/13/2021 - 20:26:10: [navmesh.smx] Ladder count: 0
L 08/13/2021 - 20:26:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "30000")
L 08/13/2021 - 20:26:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "67000")
L 08/13/2021 - 20:26:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "67")
L 08/13/2021 - 20:26:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "67")
L 08/13/2021 - 20:26:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "67")
L 08/13/2021 - 20:26:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "67")
L 08/13/2021 - 20:26:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "33500")
L 08/13/2021 - 20:26:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "0")
L 08/13/2021 - 20:26:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "30000")
L 08/13/2021 - 20:26:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "67000")
L 08/13/2021 - 20:26:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "67")
L 08/13/2021 - 20:26:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "67")
L 08/13/2021 - 20:26:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "67")
L 08/13/2021 - 20:26:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "67")
L 08/13/2021 - 20:26:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "33500")
L 08/13/2021 - 20:26:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "0")
L 08/13/2021 - 20:26:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "confogl_match_execcfg_plugins") (value "generalfixes.cfg;confogl_plugins.cfg;sharedplugins.cfg")
L 08/13/2021 - 20:26:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_addons_eclipse") (value "0")
L 08/13/2021 - 20:26:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allow_wait_command") (value "0")
L 08/13/2021 - 20:26:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "67000")
L 08/13/2021 - 20:26:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "67000")
L 08/13/2021 - 20:26:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "67")
L 08/13/2021 - 20:26:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "67")
L 08/13/2021 - 20:26:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "67")
L 08/13/2021 - 20:26:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "67")
L 08/13/2021 - 20:26:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_update_frequency") (value "0.03")
L 08/13/2021 - 20:26:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "33500")
L 08/13/2021 - 20:26:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_min_interp_ratio") (value "0")
L 08/13/2021 - 20:26:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_max_interp_ratio") (value "2")
L 08/13/2021 - 20:26:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "200")
L 08/13/2021 - 20:26:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mv_maxplayers") (value "16")
L 08/13/2021 - 20:26:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxplayers") (value "16")
L 08/13/2021 - 20:26:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allowdownload") (value "1")
